Content,Label
"On Wed, Jul 31, 2002 at 04:24:17PM +0100, Kenn Humborg mentioned:",spam
John P. Looney wrote:,spam
"Lacking a DOS boot disk, I just looked for a different way to do it",spam
"""Good"" ol dos fdisk /mbr should do the twick",ham
"On Sat, 27 Jul 2002, kevin lyda wrote:",spam
"""Hunt, Bryan"" stated the following:",spam
"""fdisk /mbr"" will not destroy the OS, it will simply restore the windows",spam
"On Wed, 31 Jul 2002 10:48:16 -0600",spam
"| Date: Wed, 31 Jul 2002 15:13:23 +0100",spam
"On Wed, Jul 31, 2002 at 02:40:26PM +0100 or so it is rumoured hereabouts,",spam
SoloCDM wrote:,spam
"On Tue, Jul 30, 2002 at 03:47:40PM +0100 or so it is rumoured hereabouts,",spam
David Neary stated the following:,spam
Quoting jac1 (jac1@student.cs.ucc.ie):,spam
"| Date: Wed, 31 Jul 2002 23:11:49 +0800",spam
"| Date: Wed, 31 Jul 2002 18:57:50 +0100",spam
"On Wednesday 31 July 2002 12:02, Satelle, StevenX wrote:",spam
Liam Bedford stated the following:,spam
"On Wed, Jul 31, 2002 at 06:57:50PM +0100, Brian Foster wrote:",spam
Well you know what I mean.,ham
Some local Irish wildlife,ham
"I've found a decrepit raq3 that I'm going to resurrect, as soon as I work",ham
,spam
http://docs.freebsd.org/cgi/getmsg.cgi?fetch=394609+0+current/freebsd-security,ham
> quickie for shell scripters:,spam
"On Thu, 1 Aug 2002 17:15:27 +0100",spam
"On Thu, Aug 01, 2002 at 04:03:07PM +0100, Padraig Brady mentioned:",spam
"On Thu, Aug 01, 2002 at 05:41:03PM +0100, Paul Mc Auley mentioned:",spam
I have a strange problem with one user in a small network using ssh.,ham
"I just heard from Kevin Patrick Scannell, author of the Irish-language",ham
"At 17:34 31/07/02 +0100, Liam Bedford wrote:",spam
I will be out of the office starting  02/08/2002 and will not return until,ham
<rant>,ham
>> I swear to god you have to be so carefull with dell machines,ham
"Hi Niall,",spam
"I'm not knocking dell in general, my next machine is going to be a dell. But",ham
John P. Looney wrote:,spam
"On Fri, Aug 02, 2002 at 09:28:57AM +0100, Hunt, Bryan mentioned:",spam
"Hi,",ham
"On Fri, Aug 02, 2002 at 09:40:52AM +0100, Padraig Brady mentioned:",spam
Saw this on the secure shell mailing list...,spam
> bad thing. Just a bad thing for those that hope a distro will,ham
"On Fri, Aug 02, 2002 at 09:55:02AM +0000, Conor Daly wrote:",spam
When I get a box I don't want any of that integrated chipset crap,spam
> When I get a box I don't want any of that integrated chipset crap,ham
"On Fri, Aug 02, 2002 at 09:41:52AM +0100, Gregory McRandal (ext 722) wrote:",spam
"Wynne, Conor's [conor_wynne@maxtor.com] 16 lines of wisdom included:",spam
"Hi ladies,",ham
"Wynne, Conor wrote:",spam
Ciaran Mac Lochlainn stated the following:,spam
"""Hunt, Bryan"" stated the following:",spam
> == SoloCDM,spam
on NT 4 you should get it at the point where you choose,spam
"Hi, folks",ham
I will be out of the office starting  02/08/2002 and will not return until,ham
">===== Original Message From deedsmis@aculink.net, ilug@linux.ie =====",spam
"On Fri 02 Aug 2002 13:41, Colm Buckley wrote:",spam
"Hi,",spam
"On Fri, Aug 02, 2002 at 05:21:22PM +0100, Conor Daly wrote:",spam
Quoting Stephen_Reilly@dell.com (Stephen_Reilly@dell.com):,spam
"On Fri, Aug 02, 2002 at 01:41:30PM +0100, Colm Buckley wrote:",spam
I will be out of the office starting  02/08/2002 and will not return until,ham
"On Friday 02 August 2002 09:41, Gregory McRandal (ext 722) wrote:",spam
"| Date: Thu, 1 Aug 2002 17:35:51 +0100",spam
"Hi guys,",ham
Eamonn Shinners wrote:,spam
"On Fri, Aug 02, 2002 at 08:40:10PM +0100 or so it is rumoured hereabouts,",spam
Quoting Eamonn Shinners <shinnere@gofree.indigo.ie>:,spam
I tried several ways to force the command ln to create a link with,ham
SoloCDM wrote:,spam
"On Sun, Aug 04, 2002 at 04:36:11AM -0600, SoloCDM wrote:",spam
"Hi folks,",ham
You need to run the dos setup program for the 3c509 and turn off plug 'n' play in the card's firmware I think you will find.,spam
-----BEGIN PGP SIGNED MESSAGE,spam
"On Sun, Aug 04, 2002 at 06:55:49PM +0100, cout@eircom.net wrote:",spam
Quoting cout@eircom.net (cout@eircom.net):,spam
"Yea, I tried the VESA driver but it doesn't seem to want to work,",spam
"This is the problem, it's not the people who buy the machine that",spam
Quoting Declan Houlihan (deccy@csn.ul.ie):,spam
"Hello all,",ham
Declan Houlihan mentioned:,ham
"On Tue, Aug 06, 2002 at 12:56:17PM +0100, kevin lyda mentioned:",spam
"On Tue, Aug 06, 2002 at 09:46:27AM +0100, Matthew French wrote:",spam
"At 13:06 06/08/2002, John P. Looney wrote:",spam
"On Tue, Aug 06, 2002 at 01:22:07PM +0100, Anders Holm mentioned:",spam
"Hi,",spam
"> It works fine now that the sound card is removed, but I'm still confused",ham
"At 13:30 06/08/2002, John P. Looney wrote:",spam
Albert White - SUN Ireland wrote:,spam
"On Tue, 06 Aug 2002 12:56:17 BST, kevin lyda said:",spam
"Hi,",spam
"On Tue, Aug 06, 2002 at 02:04:11PM +0100, Niall Brady wrote:",spam
has anyone got information on enabling ffs support in,ham
"Hi,",spam
bryan roycroft wrote:,spam
BAD MSG:,spam
Vincent Cunniffe wrote:,spam
JPL suggested:,spam
> Interesting. I've always wondered about things 'considered' to be bad.,spam
kevin lyda wrote:,spam
schemers are often slagged of for that sort of thing,spam
"Yikes, hope he's not serious!",spam
"On Thu, Aug 08, 2002 at 12:14:09 +0100, Matthew French wrote:",spam
"speaking of things considered harmful, line lengths of over 80 chars",spam
Thought this was funny.,ham
Try this little problem on for size:,ham
>,spam
"On Thu, Aug 08, 2002 at 11:27:59AM +0100, wintermute mentioned:",spam
<snip>,ham
"On Thu, Aug 08, 2002 at 12:00:04PM +0100, Padraig Brady wrote:",spam
Bod wrote,spam
,ham
I use gnome here on half a dozen sunray 150 boxen. Been trying to get linux,ham
"On Fri, 9 Aug 2002, Ryan, Shane wrote:",ham
Matthew French's [mfrench42@yahoo.co.uk] 65 lines of wisdom included:,spam
"I get a different effect. I open new links in a tab, and they ""open in the",spam
"ok, in a galeon browser window i open a new window by middle-clicking",ham
"Has anyone had any experience with using a digital camera with Linux, I'm",ham
"Hi folks,",ham
"If it has a usb cable it'll more than likely work. You just plug it in, load",spam
-----BEGIN PGP SIGNED MESSAGE,spam
Brian O'Donoghue wrote a code fragment:,spam
"> Oops, I tend to feel like that most times! I tend to feel that if we",ham
>You could also change your e-mail to a more responsible provider. If,ham
Shan Ryan suggested:,spam
Gary Coady wrote:,spam
"On Fri, Aug 09, 2002 at 09:30:29AM +0100, Ryan, Shane mentioned:",spam
"On Fri, Aug 09, 2002 at 09:26:33AM +0100, Padraig Brady mentioned:",spam
"On Thu, Aug 08, 2002 at 01:40:30PM +0100, Brian O'Donoghue wrote:",spam
John P. Looney wrote:,spam
<snip>,ham
"On Thu, Aug 08, 2002 at 11:51:18AM -0600, Scott Wunsch mentioned:",spam
"Hi all,",ham
Mark Page <mpage@esatclear.ie> printfd,spam
,ham
"On Thu, 8 Aug 2002, kevin lyda wrote:",spam
"On Thu, 8 Aug 2002, Paul Jakma wrote:",spam
"On Thu, 8 Aug 2002, kevin lyda wrote:",spam
"On Thu, 08-Aug-2002 at 11:31:01 +0100, John P. Looney wrote:",spam
,ham
-,ham
"Hi all,",ham
-,ham
has anyone had a problem with Yast2 not being able to,ham
John Reilly <jr@inconspicuous.org> a écrit:,spam
> Is there any way that the mailing list can be,spam
"On Sat, Aug 10, 2002 at 12:00:15AM +0200, Paul Linehan wrote:",spam
"On Fri, Aug 09, 2002 at 08:07:33PM +0200, Paul Linehan wrote:",spam
>has anyone had a problem with Yast2 not being able to,spam
"Hi all,",ham
"Hello,",spam
,ham
"On 0020 +0100 %{!Sat, Aug 10, 2002 at 12:11:50PM +0100}, FRLinux wrote:",spam
"On Sat, Aug 10, 2002 at 12:11:50PM +0100, FRLinux mentioned:",spam
the problem with yast2 comes when you try to install,ham
"On Fri, 2002-08-09 at 19:13, Paul Linehan wrote:",spam
"On Thu, 2002-08-08 at 13:10, Padraig Brady wrote:",spam
"On Thu, 2002-08-08 at 12:18, Dave Wilson wrote:",spam
> The impression I get from reading lkml the odd time is,spam
"On Sun, Aug 11, 2002 at 11:17:47AM +0100, wintermute mentioned:",spam
"On Sun, 11 Aug 2002, wintermute wrote:",spam
Quoting Paul Linehan (plinehan@yahoo.com):,spam
Hi Damian.,ham
,spam
-,ham
"I decided to try out GarGnome, to see what gnome2 looks like. It's",ham
Rick Moen <rick@linuxmafia.com> a écrit:,spam
,spam
-,ham
,ham
Quoting Paul Linehan (plinehan@yahoo.com):,spam
Quoting Kenn Humborg (kenn@bluetree.ie):,spam
"On Mon, 2002-08-12 at 12:09, Albert White - SUN Ireland wrote:",spam
> > If you're using a break or similar construct in a while loop,ham
"""John P. Looney"" <valen@tuatha.org> a écrit:",ham
Quoting Nick Murtagh (nickm@go2.ie):,spam
"On Mon, 2002-08-12 at 19:26, Rick Moen wrote:",spam
"On Mon, 2002-08-12 at 19:56, Kenn Humborg wrote:",ham
"On Mon, Aug 12, 2002 at 07:59:21PM +0200, Paul Linehan wrote:",spam
Quoting John P. Looney (valen@tuatha.org):,spam
Quoting wintermute (cout@eircom.net):,spam
Quoting Nick Murtagh (nickm@go2.ie):,spam
Quoting Paul Linehan (plinehan@yahoo.com):,spam
Rick Moen <rick@linuxmafia.com> wrote:,spam
Rick Moen <rick@linuxmafia.com> a écrit:,spam
-,ham
"On Tue, Aug 13, 2002 at 01:40:21AM +0200, Paul Linehan wrote:",spam
"On Mon, Aug 12, 2002 at 08:05:58PM +0100, Nick Murtagh wrote:",spam
"Paul, my apologies for being irritable on the subject.  I'll tone down",spam
"On Tue, Aug 13, 2002 at 12:48:18AM +0100, wintermute wrote:",spam
"On Tue, 13 Aug 2002, wintermute wrote:",spam
"John,",spam
"On Tue, Aug 13, 2002 at 06:54:28AM +0100, Anders Holm mentioned:",spam
"On Tue, Aug 13, 2002 at 01:40:21AM +0200, Paul Linehan mentioned:",spam
"On Tue, Aug 13, 2002 at 12:48:18AM +0100, wintermute mentioned:",spam
"On Tue, Aug 13, 2002 at 12:48:18AM +0100, wintermute wrote:",spam
"Assuming cvspserver is actually running (try ""netstat -na | grep 2401"" to",spam
,ham
Was the Ultra 5 the sunray server? What images did you serve to the sunrays,ham
">  Curiously, when I go into the boot prom, an use",ham
"hey,",spam
"On Tue, Aug 13, 2002 at 09:53:55AM +0100, Damian O' Sullivan mentioned:",spam
But how did you get to the prom on it? I have an assortment of qubes and,ham
> I don't discount any other work like for,ham
John P. Looney wrote:,spam
"On Tue, Aug 13, 2002 at 10:03:14AM +0100, Damian O' Sullivan mentioned:",spam
"On Tue, Aug 13, 2002 at 09:55:49AM +0100, Ryan, Shane mentioned:",spam
"On Tue, Aug 13, 2002 at 09:55:49AM +0100, Ryan, Shane wrote:",spam
"On Tue, Aug 13, 2002 at 10:04:55AM +0100, Padraig Brady mentioned:",spam
"hmm, I've never used gentoo",spam
Kate P Looney wrote:,spam
"> hmm, I've never used gentoo",ham
"bugger, lost the url to that",spam
,ham
Shane Ryan asked:,spam
Anyone notice that Esat have started routing most of,ham
"On 13.08.2002 at 08:42:44, ""John P. Looney"" <valen@tuatha.org> wrote:",spam
"> Of course, it would require a minimum of EUR300,000 in funding, which is",ham
"Two interesting analyses of the Irish implementation of copyright as led by, as",ham
I ususally disconnect the internal speaker - thats pretty sure to stop any,spam
Try that on a Sun :( you have to disect the keyboard,ham
John P. Looney wrote:,spam
Linux: the film.,ham
"On Tue, Aug 13, 2002 at 01:59:06PM +0200, David Neary mentioned:",spam
What are the best options available on Linux ? SFTP ? WebDAV ? Something,ham
"On Tue, Aug 13, 2002 at 12:22:14PM +0100, Niall O Broin wrote:",spam
"On Tue, Aug 13, 2002 at 12:22:14PM +0100, Niall O Broin wrote:",spam
Brian O'Donoghue asked:,spam
rsync over ssh.. very nice!,spam
"On Tue, Aug 13, 2002 at 12:22:14PM +0100, Niall O Broin wrote:",spam
"On Tue, Aug 13, 2002 at 04:10:57PM +0100, John P. Looney mentioned:",spam
"I don't see why not John, but I'd sure backup my data first ;--)",ham
"On Wed, Aug 14, 2002 at 09:22:27AM +0100, Wynne, Conor mentioned:",spam
"All right, can't get pissed though as its a week-day. If we were to do it in",ham
"Hi,",ham
> Mmmph. You may actually need -L/usr/lib/X11 (or -L/usr/X11R6/lib) to,spam
,ham
,spam
Takers galore possibly (me inclusive). Especially when the subject,spam
"On Wed 14 Aug 2002 08:42, John P. Looney wrote:",spam
"Hi,",ham
"On Sat, Jul 20, 2002 at 08:24:47PM +0100, Aidan Kehoe wrote:",spam
"On Sat 27 Jul 2002 01:57, you wrote:",spam
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
,ham
Partitioning is an ambiguous term,ham
,ham
,ham
"Hi guys,",ham
"Hi,",ham
I've been asked to forward this on ...,ham
"You could try HTTrack, available here: http://www.httrack.com/index.php",spam
Apologies all.  I have comitted a cardinal sin by not specifying that this,spam
Kenn Humborg wrote:,spam
"Hi,",ham
wintermute wrote:,spam
> Anyone know where in Ireland I can get a replacement external dongle,spam
"On Fri, Aug 16, 2002 at 01:59:55PM +0100, Padraig Brady wrote:",spam
Anyone know where in Ireland I can get a replacement external dongle,ham
"Hi folks,",ham
,ham
Use Amanda at http://www.amanda.org/,spam
Brian ODonoghue said:,ham
,ham
Thanks for the tips. The closest I've gotten to getting it working is,ham
"DDS-4 will hold 40 GB, media is about 42 (ex vat)euros per tape",ham
"As far as I know, there are ide add-in cards that support hot-plugging of",spam
-----BEGIN PGP SIGNED MESSAGE,ham
"Hey there,",spam
Hello Justin,spam
Quoting Ciaran Johnston (cj@nologic.org):,spam
"On Pungenday, the 9th day of Bureaucracy, Padraig Brady confessed:",spam
"Just wondering if anyone has implemented one before, and any suggestions",ham
"Hi all,",ham
Kevin O' Riordan's [kor@compsoc.com] 30 lines of wisdom included:,spam
Sorry i know this is off topic:,ham
Regarding:,ham
"Thanks to all for the responses,",spam
"I've a solaris box & a windows 2000 box, both with DLT drives, controlled",ham
"On Mon, Aug 19, 2002 at 10:27:57AM +0100, Padraig Brady wrote:",spam
kevin lyda wrote:,spam
Yes indeed - there should be an agents directory on the Veritas CD - in,ham
Lets say we have an nfs server with nfsd running really high load. nfsstat,ham
"Hi All,",ham
"Hello,",ham
"On Mon, Aug 19, 2002 at 11:50:25AM +0100, Colin Nevin wrote:",spam
Niall O Broin wrote:,spam
"On Mon, 19 Aug 2002, Vincent Cunniffe wrote:",spam
"> will have problems though if you use Windows, as it will tell wrong time",spam
"On 0020 +0100 %{!Mon, Aug 19, 2002 at 11:30:12PM +0100}, Anthony wrote:",spam
"> On 0020 +0100 %{!Mon, Aug 19, 2002 at 11:30:12PM +0100}, Anthony wrote:",ham
I'm configuring this at the moment. -> Still ;--),ham
is it really necessary to send these to the list?,spam
"Yo Mark,",ham
"Yes, the lasat speed basic sucks-ass.com, it won't work coz its from eircon",ham
No problems installing OpenOffice 653??? and 1.0. Had some issues with bz2's,ham
Vincent Cunniffe wrote:,spam
Padraig Brady wrote:,spam
,spam
"> Are you using pthread_join(somethread,0);",ham
hrishy's [hrishys@yahoo.co.uk] 22 lines of wisdom included:,spam
John P. Looney's [valen@tuatha.org] 11 lines of wisdom included:,spam
"On Tue, Aug 20, 2002 at 12:06:18PM +0100, Philip Reynolds mentioned:",spam
"Well boyz, whats the story? Its tuesday an all. I've to work late today so",ham
"On Tue, Aug 20, 2002 at 12:21:12PM +0100, Wynne, Conor mentioned:",spam
Sound. I'll be there at 7ish so.,ham
"Thanks lads,",spam
"On Tue, Aug 20, 2002 at 03:07:35PM +0100, Anthony wrote:",spam
"Hi all,",ham
"Could you please help me how to set up a dial-on-demand, what are the",ham
"I missed this previously, but",ham
"Hi folks,",ham
Declan Grady wrote:,spam
Hi i have a phillips head skrew thats holding a circut board together i need,spam
"On (21/08/02 12:42), Kiall Mac Innes didst pronounce:",spam
"Spray a bit of wd40 around the screw, and leave for a few minutes",spam
"Hi,",ham
"As list administrator, your authorization is requested for the",spam
James Raftery wrote:,spam
Hi all,ham
"Hi,",spam
James Raftery wrote:,spam
"As list administrator, your authorization is requested for the",ham
"As list administrator, your authorization is requested for the",ham
"As list administrator, your authorization is requested for the",ham
"Does that mean that you could reach further, but you couldn't take up as",spam
"As list administrator, your authorization is requested for the",ham
The IIU@iiu.taint.org mailing list has 1 request(s) waiting for your,ham
Hello all,ham
Do you know which app is making the connection?,spam
"Unfortunately, I don't. ZoneAlarm normally gives that info but not this",spam
It may be worth removing all your apps from the approved list. (a bit of a,spam
"Thanks, Martin, iwill try that, however i've only approved the minimal",spam
Ad Aware sometimes helps too.,spam
The IIU@iiu.taint.org mailing list has 3 request(s) waiting for your,ham
o2 xda?,spam
"Hi,",spam
"hi all,",ham
"howdy all,",ham
"Yes, I know, dreadful subject. However, because of customer inistence we",ham
"On Sunday 28 July 2002 23:49, Niall O Broin wrote:",spam
Hi Nick,ham
,ham
I thought I read somewhere that work on phpTriad had ceased?,ham
"This is a reminder, sent out once a month, about your linux.ie mailing",ham
"Hi all,",ham
"I'm trying to wrap Zope up behind apache, so I can do VirtualHosts for",ham
This is a multi-part message in MIME format.,ham
"On Mon, 19 Aug 2002 12:01:02 BST, Adrian Murphy said:",spam
You could try elive.,spam
,ham
"At 06:10 PM 19/08/2002 +0100, Dave Wilson wrote:",spam
,ham
"> er, i understood you until you reached the above. Maybe its my lack of",spam
"Kate asked about this several months ago, and I posted some code and hints on",spam
"On Mon, 2002-08-19 at 18:28, Dave Wilson wrote:",spam
"Hi,",ham
-----BEGIN PGP SIGNED MESSAGE,ham
,ham
"At 07:44 PM 21/08/2002 +0100, elvin@eircom.net wrote:",spam
,ham
"Hi Lee,",ham
WORLD WIDE WORDS           ISSUE 296          Saturday 20 July 2002,ham
Can anyone offer some insight into the following error?  I am able to pipe mail,ham
"on Thu, Jul 18, 2002 at 01:18:01PM -0700, Chad Norwood wrote:",spam
There was a server bug on the backup discovery server.,spam
Apologies if this has been answered before on this list.  I can't,ham
"On Tue, Jul 23, 2002 at 05:28:33PM -0400,",spam
